## 20171115
## Database of cancer genes. Composed by:
## 1. Cancer driver genes from cosmic cancer gene census database (27/06/2016, COSMIC v77)
## access_info: http://cancer.sanger.ac.uk/census/
## 2. Cancer predisposition genes (CPG) from Rahman N. (doi:10.1038/nature12981)
## access_info: Supplementary table 1
## <CHROM>  <BEG>   <END>   <GENE_SYMBOL>	    <ROLE>  <COSMIC>    	<CPG>
8	80676245	80680098	HEY1	UNK	1	0
18	22641890	22932154	ZNF521	UNK	1	0
14	95552565	95624347	DICER1	TSG	1	1
2	39208537	39351486	SOS1	oncogene	0	1
3	149235022	149454501	WWTR1	UNK	1	0
7	116312444	116438440	MET	oncogene	1	1
19	14202500	14228896	PRKACA	oncogene	1	0
4	55944644	55991756	KDR	UNK	1	0
14	102547075	102606036	HSP90AA1	UNK	1	0
19	42772689	42799949	CIC	UNK	1	0
2	158592958	158732374	ACVR1	oncogene	1	0
11	71713910	71791739	NUMA1	UNK	1	0
2	60678302	60780702	BCL11A	UNK	1	0
14	99635624	99737861	BCL11B	UNK	1	0
3	10182692	10193904	VHL	TSG	1	1
5	170736288	170739138	TLX3	UNK	1	0
X	129198849	129244691	ELF4	UNK	1	0
16	11343476	11445619	RMI2	UNK	1	0
14	94843084	94857030	SERPINA1	TSG	0	1
X	15808595	15841383	ZRSR2	UNK	1	0
1	115247090	115259515	NRAS	oncogene	1	0
3	37034823	37107380	MLH1	TSG	1	1
16	9852376	10276611	GRIN2A	UNK	1	0
17	74730197	74733456	SRSF2	UNK	1	0
7	140419127	140624564	BRAF	oncogene	1	0
22	39619364	39640756	PDGFB	oncogene	1	0
2	25455845	25565459	DNMT3A	TSG	1	0
8	117858174	117887105	RAD21	UNK	1	0
8	42752075	42885682	HOOK3	UNK	1	0
21	42836478	42903043	TMPRSS2	UNK	1	0
X	153991031	154005964	DKC1	TSG	0	1
X	132669773	133119922	GPC3	TSG	1	1
16	2097466	2138716	TSC2	TSG	1	1
22	19166986	19279239	CLTCL1	UNK	1	0
5	170814120	170838141	NPM1	UNK	1	0
9	123837141	123939888	CNTRL	UNK	1	0
9	14081842	14398982	NFIB	UNK	1	0
11	57416465	57429340	CLP1	UNK	1	0
6	128289924	128841870	PTPRK	UNK	1	0
6	159186773	159240444	EZR	oncogene	1	0
7	137559725	137686813	CREB3L2	UNK	1	0
11	46299212	46342972	CREB3L1	UNK	1	0
1	198607801	198726545	PTPRC	UNK	1	0
12	70910630	71031220	PTPRB	UNK	1	0
19	3094408	3124002	GNA11	UNK	1	0
5	218356	256815	SDHA	TSG	1	1
2	24252210	24272445	C2orf44	UNK	1	0
3	52435029	52444366	BAP1	TSG	1	1
1	17345217	17380665	SDHB	TSG	1	1
12	51157493	51214905	ATF1	UNK	1	0
11	111957627	112064528	SDHD	TSG	1	1
17	66507921	66547460	PRKAR1A	TSG	1	1
